Gene_num,Gene_name,NodeType,Textual_gene_name
3478,NPR2-METH,Gene-METH,NPR2 promoter
3479,NPRL2-METH,Gene-METH,NPRL2 promoter
3480,NPRL3-METH,Gene-METH,NPRL3 promoter
3481,NPY-METH,Gene-METH,NPY promoter
3482,NPY1R-METH,Gene-METH,NPY1R promoter
3483,NR1H3-METH,Gene-METH,NR1H3 promoter
3484,NR4A1-METH,Gene-METH,NR4A1 promoter
3485,NRAS-METH,Gene-METH,NRAS promoter
3486,NRF1-METH,Gene-METH,NRF1 promoter
3487,NRG1-METH,Gene-METH,NRG1 promoter
3488,NRG2-METH,Gene-METH,NRG2 promoter
3489,NRG3-METH,Gene-METH,NRG3 promoter
3490,NRG4-METH,Gene-METH,NRG4 promoter
3491,NSMAF-METH,Gene-METH,NSMAF promoter
3492,NTF3-METH,Gene-METH,NTF3 promoter
3493,NTF4-METH,Gene-METH,NTF4 promoter
3494,NTRK1-METH,Gene-METH,NTRK1 promoter
3495,NTRK2-METH,Gene-METH,NTRK2 promoter
3496,NTRK3-METH,Gene-METH,NTRK3 promoter
3497,NTSR1-METH,Gene-METH,NTSR1 promoter
3498,NUMB-METH,Gene-METH,NUMB promoter
3499,NUMBL-METH,Gene-METH,NUMBL promoter
3500,OLR1-METH,Gene-METH,OLR1 promoter
3501,OPRD1-METH,Gene-METH,OPRD1 promoter
3502,OPRM1-METH,Gene-METH,OPRM1 promoter
3503,ORAI1-METH,Gene-METH,ORAI1 promoter
3504,ORAI2-METH,Gene-METH,ORAI2 promoter
3505,ORAI3-METH,Gene-METH,ORAI3 promoter
3506,OSM-METH,Gene-METH,OSM promoter
3507,OSMR-METH,Gene-METH,OSMR promoter
3508,OTUD5-METH,Gene-METH,OTUD5 promoter
3509,OXT-METH,Gene-METH,OXT promoter
3510,OXTR-METH,Gene-METH,OXTR promoter
3511,P2RX1-METH,Gene-METH,P2RX1 promoter
3512,P2RX2-METH,Gene-METH,P2RX2 promoter
3513,P2RX3-METH,Gene-METH,P2RX3 promoter
3514,P2RX4-METH,Gene-METH,P2RX4 promoter
3515,P2RX5-METH,Gene-METH,P2RX5 promoter
3516,P2RX6-METH,Gene-METH,P2RX6 promoter
3517,P2RX7-METH,Gene-METH,P2RX7 promoter
3518,P2RY1-METH,Gene-METH,P2RY1 promoter
3519,PAK1-METH,Gene-METH,PAK1 promoter
3520,PAK2-METH,Gene-METH,PAK2 promoter
3521,PAK3-METH,Gene-METH,PAK3 promoter
3522,PAK4-METH,Gene-METH,PAK4 promoter
3523,PAK6-METH,Gene-METH,PAK6 promoter
3524,PARD3-METH,Gene-METH,PARD3 promoter
3525,PARD6A-METH,Gene-METH,PARD6A promoter
3526,PARD6B-METH,Gene-METH,PARD6B promoter
3527,PARD6G-METH,Gene-METH,PARD6G promoter
3528,PCK1-METH,Gene-METH,PCK1 promoter
3529,PCK2-METH,Gene-METH,PCK2 promoter
3530,PDCD1-METH,Gene-METH,PDCD1 promoter
3531,PDE10A-METH,Gene-METH,PDE10A promoter
3532,PDE1A-METH,Gene-METH,PDE1A promoter
3533,PDE1B-METH,Gene-METH,PDE1B promoter
3534,PDE1C-METH,Gene-METH,PDE1C promoter
3535,PDE2A-METH,Gene-METH,PDE2A promoter
3536,PDE3A-METH,Gene-METH,PDE3A promoter
3537,PDE3B-METH,Gene-METH,PDE3B promoter
3538,PDE4A-METH,Gene-METH,PDE4A promoter
3539,PDE4B-METH,Gene-METH,PDE4B promoter
3540,PDE4C-METH,Gene-METH,PDE4C promoter
3541,PDE4D-METH,Gene-METH,PDE4D promoter
3542,PDGFA-METH,Gene-METH,PDGFA promoter
3543,PDGFB-METH,Gene-METH,PDGFB promoter
3544,PDGFC-METH,Gene-METH,PDGFC promoter
3545,PDGFD-METH,Gene-METH,PDGFD promoter
3546,PDGFRA-METH,Gene-METH,PDGFRA promoter
3547,PDGFRB-METH,Gene-METH,PDGFRB promoter
3548,PDHA1-METH,Gene-METH,PDHA1 promoter
3549,PDHA2-METH,Gene-METH,PDHA2 promoter
3550,PDHB-METH,Gene-METH,PDHB promoter
3551,PDK1-METH,Gene-METH,PDK1 promoter
3552,PDPK1-METH,Gene-METH,PDPK1 promoter
3553,PERP-METH,Gene-METH,PERP promoter
3554,PF4-METH,Gene-METH,PF4 promoter
3555,PF4V1-METH,Gene-METH,PF4V1 promoter
3556,PFKFB1-METH,Gene-METH,PFKFB1 promoter
3557,PFKFB2-METH,Gene-METH,PFKFB2 promoter
3558,PFKFB3-METH,Gene-METH,PFKFB3 promoter
3559,PFKFB4-METH,Gene-METH,PFKFB4 promoter
3560,PFKL-METH,Gene-METH,PFKL promoter
3561,PFKM-METH,Gene-METH,PFKM promoter
3562,PFKP-METH,Gene-METH,PFKP promoter
3563,PFN1-METH,Gene-METH,PFN1 promoter
3564,PFN2-METH,Gene-METH,PFN2 promoter
3565,PFN3-METH,Gene-METH,PFN3 promoter
3566,PFN4-METH,Gene-METH,PFN4 promoter
3567,PGAM5-METH,Gene-METH,PGAM5 promoter
3568,PGF-METH,Gene-METH,PGF promoter
3569,PGK1-METH,Gene-METH,PGK1 promoter
3570,PGK2-METH,Gene-METH,PGK2 promoter
3571,PGR-METH,Gene-METH,PGR promoter
3572,PHKA1-METH,Gene-METH,PHKA1 promoter
3573,PHKA2-METH,Gene-METH,PHKA2 promoter
3574,PHKB-METH,Gene-METH,PHKB promoter
3575,PHKG1-METH,Gene-METH,PHKG1 promoter
3576,PHKG2-METH,Gene-METH,PHKG2 promoter
3577,PHLPP1-METH,Gene-METH,PHLPP1 promoter
3578,PHLPP2-METH,Gene-METH,PHLPP2 promoter
3579,PIAS1-METH,Gene-METH,PIAS1 promoter
3580,PIAS2-METH,Gene-METH,PIAS2 promoter
3581,PIAS3-METH,Gene-METH,PIAS3 promoter
3582,PIAS4-METH,Gene-METH,PIAS4 promoter
3583,PIDD1-METH,Gene-METH,PIDD1 promoter
3584,PIK3AP1-METH,Gene-METH,PIK3AP1 promoter
3585,PIK3C3-METH,Gene-METH,PIK3C3 promoter
3586,PIK3CA-METH,Gene-METH,PIK3CA promoter
3587,PIK3CB-METH,Gene-METH,PIK3CB promoter
3588,PIK3CD-METH,Gene-METH,PIK3CD promoter
3589,PIK3CG-METH,Gene-METH,PIK3CG promoter
3590,PIK3R1-METH,Gene-METH,PIK3R1 promoter
3591,PIK3R2-METH,Gene-METH,PIK3R2 promoter
3592,PIK3R3-METH,Gene-METH,PIK3R3 promoter
3593,PIK3R4-METH,Gene-METH,PIK3R4 promoter
3594,PIK3R5-METH,Gene-METH,PIK3R5 promoter
3595,PIK3R6-METH,Gene-METH,PIK3R6 promoter
3596,PIM1-METH,Gene-METH,PIM1 promoter
3597,PIN1-METH,Gene-METH,PIN1 promoter
3598,PIP5K1A-METH,Gene-METH,PIP5K1A promoter
3599,PIP5K1B-METH,Gene-METH,PIP5K1B promoter
3600,PIP5K1C-METH,Gene-METH,PIP5K1C promoter
3601,PITX2-METH,Gene-METH,PITX2 promoter
3602,PKLR-METH,Gene-METH,PKLR promoter
3603,PKM-METH,Gene-METH,PKM promoter
3604,PKN1-METH,Gene-METH,PKN1 promoter
3605,PKN2-METH,Gene-METH,PKN2 promoter
3606,PKN3-METH,Gene-METH,PKN3 promoter
3607,PLA1A-METH,Gene-METH,PLA1A promoter
3608,PLA2G10-METH,Gene-METH,PLA2G10 promoter
3609,PLA2G12A-METH,Gene-METH,PLA2G12A promoter
3610,PLA2G12B-METH,Gene-METH,PLA2G12B promoter
3611,PLA2G1B-METH,Gene-METH,PLA2G1B promoter
3612,PLA2G2A-METH,Gene-METH,PLA2G2A promoter
3613,PLA2G2C-METH,Gene-METH,PLA2G2C promoter
3614,PLA2G2D-METH,Gene-METH,PLA2G2D promoter
3615,PLA2G2E-METH,Gene-METH,PLA2G2E promoter
3616,PLA2G2F-METH,Gene-METH,PLA2G2F promoter
3617,PLA2G3-METH,Gene-METH,PLA2G3 promoter
3618,PLA2G4A-METH,Gene-METH,PLA2G4A promoter
3619,PLA2G4B-METH,Gene-METH,PLA2G4B promoter
3620,PLA2G4C-METH,Gene-METH,PLA2G4C promoter
3621,PLA2G4D-METH,Gene-METH,PLA2G4D promoter
3622,PLA2G4E-METH,Gene-METH,PLA2G4E promoter
3623,PLA2G4F-METH,Gene-METH,PLA2G4F promoter
3624,PLA2G5-METH,Gene-METH,PLA2G5 promoter
3625,PLA2G6-METH,Gene-METH,PLA2G6 promoter
3626,PLAT-METH,Gene-METH,PLAT promoter
3627,PLAU-METH,Gene-METH,PLAU promoter
3628,PLCB1-METH,Gene-METH,PLCB1 promoter
3629,PLCB2-METH,Gene-METH,PLCB2 promoter
3630,PLCB3-METH,Gene-METH,PLCB3 promoter
3631,PLCB4-METH,Gene-METH,PLCB4 promoter
3632,PLCD1-METH,Gene-METH,PLCD1 promoter
3633,PLCD3-METH,Gene-METH,PLCD3 promoter
3634,PLCD4-METH,Gene-METH,PLCD4 promoter
3635,PLCE1-METH,Gene-METH,PLCE1 promoter
3636,PLCG1-METH,Gene-METH,PLCG1 promoter
3637,PLCG2-METH,Gene-METH,PLCG2 promoter
3638,PLCZ1-METH,Gene-METH,PLCZ1 promoter
3639,PLD1-METH,Gene-METH,PLD1 promoter
3640,PLD2-METH,Gene-METH,PLD2 promoter
3641,PLIN1-METH,Gene-METH,PLIN1 promoter
3642,PLIN2-METH,Gene-METH,PLIN2 promoter
3643,PLIN4-METH,Gene-METH,PLIN4 promoter
3644,PLIN5-METH,Gene-METH,PLIN5 promoter
3645,PLK1-METH,Gene-METH,PLK1 promoter
3646,PLK2-METH,Gene-METH,PLK2 promoter
3647,PLK3-METH,Gene-METH,PLK3 promoter
3648,PLK4-METH,Gene-METH,PLK4 promoter
3649,PLN-METH,Gene-METH,PLN promoter
3650,PLTP-METH,Gene-METH,PLTP promoter
3651,PMAIP1-METH,Gene-METH,PMAIP1 promoter
3652,POMC-METH,Gene-METH,POMC promoter
3653,PORCN-METH,Gene-METH,PORCN promoter
3654,POU5F1-METH,Gene-METH,POU5F1 promoter
3655,POU5F1B-METH,Gene-METH,POU5F1B promoter
3656,PPARA-METH,Gene-METH,PPARA promoter
3657,PPARD-METH,Gene-METH,PPARD promoter
3658,PPARG-METH,Gene-METH,PPARG promoter
3659,PPARGC1A-METH,Gene-METH,PPARGC1A promoter
3660,PPBP-METH,Gene-METH,PPBP promoter
3661,PPIF-METH,Gene-METH,PPIF promoter
3662,PPM1A-METH,Gene-METH,PPM1A promoter
3663,PPM1B-METH,Gene-METH,PPM1B promoter
3664,PPM1D-METH,Gene-METH,PPM1D promoter
3665,PPP1CA-METH,Gene-METH,PPP1CA promoter
3666,PPP1CB-METH,Gene-METH,PPP1CB promoter
3667,PPP1CC-METH,Gene-METH,PPP1CC promoter
3668,PPP1R12A-METH,Gene-METH,PPP1R12A promoter
3669,PPP1R12B-METH,Gene-METH,PPP1R12B promoter
3670,PPP1R12C-METH,Gene-METH,PPP1R12C promoter
3671,PPP1R1B-METH,Gene-METH,PPP1R1B promoter
3672,PPP1R3A-METH,Gene-METH,PPP1R3A promoter
3673,PPP1R3B-METH,Gene-METH,PPP1R3B promoter
3674,PPP1R3C-METH,Gene-METH,PPP1R3C promoter
3675,PPP1R3D-METH,Gene-METH,PPP1R3D promoter
3676,PPP1R3E-METH,Gene-METH,PPP1R3E promoter
3677,PPP1R3F-METH,Gene-METH,PPP1R3F promoter
3678,PPP2CA-METH,Gene-METH,PPP2CA promoter
3679,PPP2CB-METH,Gene-METH,PPP2CB promoter
3680,PPP2R1A-METH,Gene-METH,PPP2R1A promoter
3681,PPP2R1B-METH,Gene-METH,PPP2R1B promoter
3682,PPP2R2A-METH,Gene-METH,PPP2R2A promoter
3683,PPP2R2B-METH,Gene-METH,PPP2R2B promoter
3684,PPP2R2C-METH,Gene-METH,PPP2R2C promoter
3685,PPP2R2D-METH,Gene-METH,PPP2R2D promoter
3686,PPP2R3A-METH,Gene-METH,PPP2R3A promoter
3687,PPP2R3B-METH,Gene-METH,PPP2R3B promoter
3688,PPP2R3C-METH,Gene-METH,PPP2R3C promoter
3689,PPP2R5A-METH,Gene-METH,PPP2R5A promoter
3690,PPP2R5B-METH,Gene-METH,PPP2R5B promoter
3691,PPP2R5C-METH,Gene-METH,PPP2R5C promoter
3692,PPP2R5D-METH,Gene-METH,PPP2R5D promoter
3693,PPP2R5E-METH,Gene-METH,PPP2R5E promoter
3694,PPP3CA-METH,Gene-METH,PPP3CA promoter
3695,PPP3CB-METH,Gene-METH,PPP3CB promoter
3696,PPP3CC-METH,Gene-METH,PPP3CC promoter
3697,PPP3R1-METH,Gene-METH,PPP3R1 promoter
3698,PPP3R2-METH,Gene-METH,PPP3R2 promoter
3699,PPP4C-METH,Gene-METH,PPP4C promoter
3700,PPP5C-METH,Gene-METH,PPP5C promoter
3701,PRDM4-METH,Gene-METH,PRDM4 promoter
3702,PREX1-METH,Gene-METH,PREX1 promoter
3703,PRICKLE1-METH,Gene-METH,PRICKLE1 promoter
3704,PRICKLE2-METH,Gene-METH,PRICKLE2 promoter
3705,PRICKLE3-METH,Gene-METH,PRICKLE3 promoter
3706,PRICKLE4-METH,Gene-METH,PRICKLE4 promoter
3707,PRKAA1-METH,Gene-METH,PRKAA1 promoter
3708,PRKAA2-METH,Gene-METH,PRKAA2 promoter
3709,PRKAB1-METH,Gene-METH,PRKAB1 promoter
3710,PRKAB2-METH,Gene-METH,PRKAB2 promoter
3711,PRKACA-METH,Gene-METH,PRKACA promoter
3712,PRKACB-METH,Gene-METH,PRKACB promoter
3713,PRKACG-METH,Gene-METH,PRKACG promoter
3714,PRKAG1-METH,Gene-METH,PRKAG1 promoter
3715,PRKAG2-METH,Gene-METH,PRKAG2 promoter
3716,PRKAG3-METH,Gene-METH,PRKAG3 promoter
3717,PRKAR1A-METH,Gene-METH,PRKAR1A promoter
3718,PRKAR1B-METH,Gene-METH,PRKAR1B promoter
3719,PRKAR2A-METH,Gene-METH,PRKAR2A promoter
3720,PRKAR2B-METH,Gene-METH,PRKAR2B promoter
3721,PRKCA-METH,Gene-METH,PRKCA promoter
3722,PRKCB-METH,Gene-METH,PRKCB promoter
3723,PRKCD-METH,Gene-METH,PRKCD promoter
3724,PRKCE-METH,Gene-METH,PRKCE promoter
3725,PRKCG-METH,Gene-METH,PRKCG promoter
3726,PRKCI-METH,Gene-METH,PRKCI promoter
3727,PRKCQ-METH,Gene-METH,PRKCQ promoter
3728,PRKCZ-METH,Gene-METH,PRKCZ promoter
3729,PRKD1-METH,Gene-METH,PRKD1 promoter
3730,PRKD2-METH,Gene-METH,PRKD2 promoter
3731,PRKD3-METH,Gene-METH,PRKD3 promoter
3732,PRKG1-METH,Gene-METH,PRKG1 promoter
3733,PRKG2-METH,Gene-METH,PRKG2 promoter
3734,PRL-METH,Gene-METH,PRL promoter
3735,PRLR-METH,Gene-METH,PRLR promoter
3736,PRMT1-METH,Gene-METH,PRMT1 promoter
3737,PRR5-METH,Gene-METH,PRR5 promoter
3738,PSEN1-METH,Gene-METH,PSEN1 promoter
3739,PSEN2-METH,Gene-METH,PSEN2 promoter
3740,PSENEN-METH,Gene-METH,PSENEN promoter
3741,PSTPIP1-METH,Gene-METH,PSTPIP1 promoter
3742,PTAFR-METH,Gene-METH,PTAFR promoter
3743,PTCH1-METH,Gene-METH,PTCH1 promoter
3744,PTCH2-METH,Gene-METH,PTCH2 promoter
3745,PTCRA-METH,Gene-METH,PTCRA promoter
3746,PTEN-METH,Gene-METH,PTEN promoter
3747,PTGER1-METH,Gene-METH,PTGER1 promoter
3748,PTGER2-METH,Gene-METH,PTGER2 promoter
3749,PTGER3-METH,Gene-METH,PTGER3 promoter
3750,PTGFR-METH,Gene-METH,PTGFR promoter
3751,PTGS2-METH,Gene-METH,PTGS2 promoter
3752,PTK2-METH,Gene-METH,PTK2 promoter
3753,PTK2B-METH,Gene-METH,PTK2B promoter
3754,PTPN1-METH,Gene-METH,PTPN1 promoter
3755,PTPN11-METH,Gene-METH,PTPN11 promoter
3756,PTPN2-METH,Gene-METH,PTPN2 promoter
3757,PTPN5-METH,Gene-METH,PTPN5 promoter
3758,PTPN6-METH,Gene-METH,PTPN6 promoter
3759,PTPN7-METH,Gene-METH,PTPN7 promoter
3760,PTPRC-METH,Gene-METH,PTPRC promoter
3761,PTPRF-METH,Gene-METH,PTPRF promoter
3762,PTPRR-METH,Gene-METH,PTPRR promoter
3763,PXN-METH,Gene-METH,PXN promoter
3764,PYCARD-METH,Gene-METH,PYCARD promoter
3765,PYDC1-METH,Gene-METH,PYDC1 promoter
3766,PYDC2-METH,Gene-METH,PYDC2 promoter
3767,PYGB-METH,Gene-METH,PYGB promoter
3768,PYGL-METH,Gene-METH,PYGL promoter
3769,PYGM-METH,Gene-METH,PYGM promoter
3770,RAB10-METH,Gene-METH,RAB10 promoter
3771,RAB11B-METH,Gene-METH,RAB11B promoter
3772,RAB14-METH,Gene-METH,RAB14 promoter
3773,RAB2A-METH,Gene-METH,RAB2A promoter
3774,RAB5A-METH,Gene-METH,RAB5A promoter
3775,RAB5B-METH,Gene-METH,RAB5B promoter
3776,RAB5C-METH,Gene-METH,RAB5C promoter
3777,RAB8A-METH,Gene-METH,RAB8A promoter
3778,RAC1-METH,Gene-METH,RAC1 promoter
3779,RAC2-METH,Gene-METH,RAC2 promoter
3780,RAC3-METH,Gene-METH,RAC3 promoter
3781,RAF1-METH,Gene-METH,RAF1 promoter
3782,RAG1-METH,Gene-METH,RAG1 promoter
3783,RAG2-METH,Gene-METH,RAG2 promoter
3784,RALA-METH,Gene-METH,RALA promoter
3785,RALB-METH,Gene-METH,RALB promoter
3786,RALBP1-METH,Gene-METH,RALBP1 promoter
3787,RALGDS-METH,Gene-METH,RALGDS promoter
3788,RAP1A-METH,Gene-METH,RAP1A promoter
3789,RAP1B-METH,Gene-METH,RAP1B promoter
3790,RAP1GAP-METH,Gene-METH,RAP1GAP promoter
3791,RAPGEF1-METH,Gene-METH,RAPGEF1 promoter
3792,RAPGEF2-METH,Gene-METH,RAPGEF2 promoter
3793,RAPGEF3-METH,Gene-METH,RAPGEF3 promoter
3794,RAPGEF4-METH,Gene-METH,RAPGEF4 promoter
3795,RAPGEF5-METH,Gene-METH,RAPGEF5 promoter
3796,RAPGEF6-METH,Gene-METH,RAPGEF6 promoter
3797,RARA-METH,Gene-METH,RARA promoter
3798,RASA1-METH,Gene-METH,RASA1 promoter
3799,RASA2-METH,Gene-METH,RASA2 promoter
3800,RASA3-METH,Gene-METH,RASA3 promoter
3801,RASA4-METH,Gene-METH,RASA4 promoter
3802,RASA4B-METH,Gene-METH,RASA4B promoter
3803,RASAL1-METH,Gene-METH,RASAL1 promoter
3804,RASAL2-METH,Gene-METH,RASAL2 promoter
3805,RASAL3-METH,Gene-METH,RASAL3 promoter
3806,RASGRF1-METH,Gene-METH,RASGRF1 promoter
3807,RASGRF2-METH,Gene-METH,RASGRF2 promoter
3808,RASGRP1-METH,Gene-METH,RASGRP1 promoter
3809,RASGRP2-METH,Gene-METH,RASGRP2 promoter
3810,RASGRP3-METH,Gene-METH,RASGRP3 promoter
3811,RASGRP4-METH,Gene-METH,RASGRP4 promoter
3812,RASSF1-METH,Gene-METH,RASSF1 promoter
3813,RASSF2-METH,Gene-METH,RASSF2 promoter
3814,RASSF4-METH,Gene-METH,RASSF4 promoter
3815,RASSF5-METH,Gene-METH,RASSF5 promoter
3816,RASSF6-METH,Gene-METH,RASSF6 promoter
3817,RBCK1-METH,Gene-METH,RBCK1 promoter
3818,RBL1-METH,Gene-METH,RBL1 promoter
3819,RBL2-METH,Gene-METH,RBL2 promoter
3820,RBPJ-METH,Gene-METH,RBPJ promoter
3821,RBPJL-METH,Gene-METH,RBPJL promoter
3822,RBX1-METH,Gene-METH,RBX1 promoter
3823,RCAN1-METH,Gene-METH,RCAN1 promoter
3824,RCAN2-METH,Gene-METH,RCAN2 promoter
3825,RCHY1-METH,Gene-METH,RCHY1 promoter
3826,REL-METH,Gene-METH,REL promoter
3827,RELA-METH,Gene-METH,RELA promoter
3828,RELB-METH,Gene-METH,RELB promoter
3829,RELN-METH,Gene-METH,RELN promoter
3830,RET-METH,Gene-METH,RET promoter
3831,RFNG-METH,Gene-METH,RFNG promoter
3832,RGL1-METH,Gene-METH,RGL1 promoter
3833,RGL2-METH,Gene-METH,RGL2 promoter
3834,RGMA-METH,Gene-METH,RGMA promoter
3835,RGMB-METH,Gene-METH,RGMB promoter
3836,RGS14-METH,Gene-METH,RGS14 promoter
3837,RGS2-METH,Gene-METH,RGS2 promoter
3838,RHEB-METH,Gene-METH,RHEB promoter
3839,RHOA-METH,Gene-METH,RHOA promoter
3840,RHOQ-METH,Gene-METH,RHOQ promoter
3841,RICTOR-METH,Gene-METH,RICTOR promoter
3842,RIN1-METH,Gene-METH,RIN1 promoter
3843,RIPK1-METH,Gene-METH,RIPK1 promoter
3844,RIPK2-METH,Gene-METH,RIPK2 promoter
3845,RIPK3-METH,Gene-METH,RIPK3 promoter
3846,RLN1-METH,Gene-METH,RLN1 promoter
3847,RLN2-METH,Gene-METH,RLN2 promoter
3848,RLN3-METH,Gene-METH,RLN3 promoter
3849,RNASEL-METH,Gene-METH,RNASEL promoter
3850,RNF125-METH,Gene-METH,RNF125 promoter
3851,RNF152-METH,Gene-METH,RNF152 promoter
3852,RNF31-METH,Gene-METH,RNF31 promoter
3853,RNF43-METH,Gene-METH,RNF43 promoter
3854,ROCK1-METH,Gene-METH,ROCK1 promoter
3855,ROCK2-METH,Gene-METH,ROCK2 promoter
3856,ROR1-METH,Gene-METH,ROR1 promoter
3857,ROR2-METH,Gene-METH,ROR2 promoter
3858,RPRM-METH,Gene-METH,RPRM promoter
3859,RPS6-METH,Gene-METH,RPS6 promoter
3860,RPS6KA1-METH,Gene-METH,RPS6KA1 promoter
3861,RPS6KA2-METH,Gene-METH,RPS6KA2 promoter
3862,RPS6KA3-METH,Gene-METH,RPS6KA3 promoter
3863,RPS6KA4-METH,Gene-METH,RPS6KA4 promoter
3864,RPS6KA5-METH,Gene-METH,RPS6KA5 promoter
3865,RPS6KA6-METH,Gene-METH,RPS6KA6 promoter
3866,RPS6KB1-METH,Gene-METH,RPS6KB1 promoter
3867,RPS6KB2-METH,Gene-METH,RPS6KB2 promoter
3868,RPTOR-METH,Gene-METH,RPTOR promoter
3869,RRAGA-METH,Gene-METH,RRAGA promoter
3870,RRAGB-METH,Gene-METH,RRAGB promoter
3871,RRAGC-METH,Gene-METH,RRAGC promoter
3872,RRAGD-METH,Gene-METH,RRAGD promoter
3873,RRAS-METH,Gene-METH,RRAS promoter
3874,RRAS2-METH,Gene-METH,RRAS2 promoter
3875,RRM2-METH,Gene-METH,RRM2 promoter
3876,RRM2B-METH,Gene-METH,RRM2B promoter
3877,RSPO1-METH,Gene-METH,RSPO1 promoter
3878,RSPO2-METH,Gene-METH,RSPO2 promoter
3879,RSPO3-METH,Gene-METH,RSPO3 promoter
3880,RSPO4-METH,Gene-METH,RSPO4 promoter
3881,RUVBL1-METH,Gene-METH,RUVBL1 promoter
3882,RXFP1-METH,Gene-METH,RXFP1 promoter
3883,RXFP2-METH,Gene-METH,RXFP2 promoter
3884,RXFP3-METH,Gene-METH,RXFP3 promoter
3885,RXFP4-METH,Gene-METH,RXFP4 promoter
3886,RXRA-METH,Gene-METH,RXRA promoter
3887,RXRB-METH,Gene-METH,RXRB promoter
3888,RXRG-METH,Gene-METH,RXRG promoter
3889,RYK-METH,Gene-METH,RYK promoter
3890,RYR1-METH,Gene-METH,RYR1 promoter
3891,RYR2-METH,Gene-METH,RYR2 promoter
3892,RYR3-METH,Gene-METH,RYR3 promoter
3893,S100A7-METH,Gene-METH,S100A7 promoter
3894,S100A7A-METH,Gene-METH,S100A7A promoter
3895,S100A8-METH,Gene-METH,S100A8 promoter
3896,S100A9-METH,Gene-METH,S100A9 promoter
3897,S1PR1-METH,Gene-METH,S1PR1 promoter
3898,S1PR2-METH,Gene-METH,S1PR2 promoter
3899,S1PR3-METH,Gene-METH,S1PR3 promoter
3900,S1PR4-METH,Gene-METH,S1PR4 promoter
3901,S1PR5-METH,Gene-METH,S1PR5 promoter
3902,SAV1-METH,Gene-METH,SAV1 promoter
3903,SCD-METH,Gene-METH,SCD promoter
3904,SCD5-METH,Gene-METH,SCD5 promoter
3905,SCP2-METH,Gene-METH,SCP2 promoter
3906,SCRIB-METH,Gene-METH,SCRIB promoter
3907,SEC13-METH,Gene-METH,SEC13 promoter
3908,SEH1L-METH,Gene-METH,SEH1L promoter
3909,SELE-METH,Gene-METH,SELE promoter
3910,SENP2-METH,Gene-METH,SENP2 promoter
3911,SERPINB5-METH,Gene-METH,SERPINB5 promoter
3912,SERPINE1-METH,Gene-METH,SERPINE1 promoter
3913,SERPINF1-METH,Gene-METH,SERPINF1 promoter
3914,SESN1-METH,Gene-METH,SESN1 promoter
3915,SESN2-METH,Gene-METH,SESN2 promoter
3916,SESN3-METH,Gene-METH,SESN3 promoter
3917,SETD7-METH,Gene-METH,SETD7 promoter
3918,SFN-METH,Gene-METH,SFN promoter
3919,SFRP1-METH,Gene-METH,SFRP1 promoter
3920,SFRP2-METH,Gene-METH,SFRP2 promoter
3921,SFRP4-METH,Gene-METH,SFRP4 promoter
3922,SFRP5-METH,Gene-METH,SFRP5 promoter
3923,SGK1-METH,Gene-METH,SGK1 promoter
3924,SGK2-METH,Gene-METH,SGK2 promoter
3925,SGK3-METH,Gene-METH,SGK3 promoter
3926,SH2B1-METH,Gene-METH,SH2B1 promoter
3927,SH2B2-METH,Gene-METH,SH2B2 promoter
3928,SH2B3-METH,Gene-METH,SH2B3 promoter
3929,SH2D2A-METH,Gene-METH,SH2D2A promoter
3930,SHARPIN-METH,Gene-METH,SHARPIN promoter
3931,SHC1-METH,Gene-METH,SHC1 promoter
3932,SHC2-METH,Gene-METH,SHC2 promoter
3933,SHC3-METH,Gene-METH,SHC3 promoter
3934,SHC4-METH,Gene-METH,SHC4 promoter
3935,SHH-METH,Gene-METH,SHH promoter
3936,SHISA5-METH,Gene-METH,SHISA5 promoter
3937,SHOC2-METH,Gene-METH,SHOC2 promoter
3938,SIAH1-METH,Gene-METH,SIAH1 promoter
3939,SIK1-METH,Gene-METH,SIK1 promoter
3940,SIK2-METH,Gene-METH,SIK2 promoter
3941,SIKE1-METH,Gene-METH,SIKE1 promoter
3942,SIN3A-METH,Gene-METH,SIN3A promoter
3943,SIPA1-METH,Gene-METH,SIPA1 promoter
3944,SIPA1L1-METH,Gene-METH,SIPA1L1 promoter
3945,SIPA1L2-METH,Gene-METH,SIPA1L2 promoter
3946,SIRT1-METH,Gene-METH,SIRT1 promoter
3947,SIVA1-METH,Gene-METH,SIVA1 promoter
3948,SKAP1-METH,Gene-METH,SKAP1 promoter
3949,SKP1-METH,Gene-METH,SKP1 promoter
3950,SKP2-METH,Gene-METH,SKP2 promoter
3951,SLC25A31-METH,Gene-METH,SLC25A31 promoter
3952,SLC25A4-METH,Gene-METH,SLC25A4 promoter
3953,SLC25A5-METH,Gene-METH,SLC25A5 promoter
3954,SLC25A6-METH,Gene-METH,SLC25A6 promoter
3955,SLC27A1-METH,Gene-METH,SLC27A1 promoter
3956,SLC27A4-METH,Gene-METH,SLC27A4 promoter
3957,SLC2A1-METH,Gene-METH,SLC2A1 promoter
3958,SLC2A2-METH,Gene-METH,SLC2A2 promoter
3959,SLC2A4-METH,Gene-METH,SLC2A4 promoter
3960,SLC38A9-METH,Gene-METH,SLC38A9 promoter
3961,SLC3A2-METH,Gene-METH,SLC3A2 promoter
3962,SLC7A5-METH,Gene-METH,SLC7A5 promoter
3963,SLC8A1-METH,Gene-METH,SLC8A1 promoter
