src,dest,EdgeType,Textual_edge_type
4877,5293,Gene-PROT-Gene-PROT,protein protein interaction
4877,5297,Gene-PROT-Gene-PROT,protein protein interaction
4877,5494,Gene-PROT-Gene-PROT,protein protein interaction
4877,5518,Gene-PROT-Gene-PROT,protein protein interaction
4877,5566,Gene-PROT-Gene-PROT,protein protein interaction
4877,5611,Gene-PROT-Gene-PROT,protein protein interaction
4877,5612,Gene-PROT-Gene-PROT,protein protein interaction
4877,5613,Gene-PROT-Gene-PROT,protein protein interaction
4877,5663,Gene-PROT-Gene-PROT,protein protein interaction
4877,5664,Gene-PROT-Gene-PROT,protein protein interaction
4877,5947,Gene-PROT-Gene-PROT,protein protein interaction
4877,6183,Gene-PROT-Gene-PROT,protein protein interaction
4878,644,Gene-TRAN-Gene-PROT,transcripting protein
4878,4650,Gene-PROT-Gene-PROT,protein protein interaction
4878,4801,Gene-PROT-Gene-PROT,protein protein interaction
4878,4826,Gene-PROT-Gene-PROT,protein protein interaction
4878,4829,Gene-PROT-Gene-PROT,protein protein interaction
4878,4830,Gene-PROT-Gene-PROT,protein protein interaction
4878,4831,Gene-PROT-Gene-PROT,protein protein interaction
4878,4884,Gene-PROT-Gene-PROT,protein protein interaction
4878,4885,Gene-PROT-Gene-PROT,protein protein interaction
4878,4886,Gene-PROT-Gene-PROT,protein protein interaction
4878,4887,Gene-PROT-Gene-PROT,protein protein interaction
4878,4896,Gene-PROT-Gene-PROT,protein protein interaction
4878,4897,Gene-PROT-Gene-PROT,protein protein interaction
4878,4899,Gene-PROT-Gene-PROT,protein protein interaction
4878,5143,Gene-PROT-Gene-PROT,protein protein interaction
4878,5220,Gene-PROT-Gene-PROT,protein protein interaction
4878,5293,Gene-PROT-Gene-PROT,protein protein interaction
4878,5297,Gene-PROT-Gene-PROT,protein protein interaction
4878,5494,Gene-PROT-Gene-PROT,protein protein interaction
4878,5518,Gene-PROT-Gene-PROT,protein protein interaction
4878,5566,Gene-PROT-Gene-PROT,protein protein interaction
4878,5611,Gene-PROT-Gene-PROT,protein protein interaction
4878,5612,Gene-PROT-Gene-PROT,protein protein interaction
4878,5613,Gene-PROT-Gene-PROT,protein protein interaction
4878,5663,Gene-PROT-Gene-PROT,protein protein interaction
4878,5664,Gene-PROT-Gene-PROT,protein protein interaction
4878,5947,Gene-PROT-Gene-PROT,protein protein interaction
4878,6183,Gene-PROT-Gene-PROT,protein protein interaction
4879,645,Gene-TRAN-Gene-PROT,transcripting protein
4879,4650,Gene-PROT-Gene-PROT,protein protein interaction
4879,4801,Gene-PROT-Gene-PROT,protein protein interaction
4879,4826,Gene-PROT-Gene-PROT,protein protein interaction
4879,4829,Gene-PROT-Gene-PROT,protein protein interaction
4879,4830,Gene-PROT-Gene-PROT,protein protein interaction
4879,4831,Gene-PROT-Gene-PROT,protein protein interaction
4879,4884,Gene-PROT-Gene-PROT,protein protein interaction
4879,4885,Gene-PROT-Gene-PROT,protein protein interaction
4879,4886,Gene-PROT-Gene-PROT,protein protein interaction
4879,4887,Gene-PROT-Gene-PROT,protein protein interaction
4879,4896,Gene-PROT-Gene-PROT,protein protein interaction
4879,4897,Gene-PROT-Gene-PROT,protein protein interaction
4879,4899,Gene-PROT-Gene-PROT,protein protein interaction
4879,5143,Gene-PROT-Gene-PROT,protein protein interaction
4879,5220,Gene-PROT-Gene-PROT,protein protein interaction
4879,5293,Gene-PROT-Gene-PROT,protein protein interaction
4879,5297,Gene-PROT-Gene-PROT,protein protein interaction
4879,5494,Gene-PROT-Gene-PROT,protein protein interaction
4879,5518,Gene-PROT-Gene-PROT,protein protein interaction
4879,5566,Gene-PROT-Gene-PROT,protein protein interaction
4879,5611,Gene-PROT-Gene-PROT,protein protein interaction
4879,5612,Gene-PROT-Gene-PROT,protein protein interaction
4879,5613,Gene-PROT-Gene-PROT,protein protein interaction
4879,5663,Gene-PROT-Gene-PROT,protein protein interaction
4879,5664,Gene-PROT-Gene-PROT,protein protein interaction
4879,5947,Gene-PROT-Gene-PROT,protein protein interaction
4879,6183,Gene-PROT-Gene-PROT,protein protein interaction
4880,646,Gene-TRAN-Gene-PROT,transcripting protein
4880,4650,Gene-PROT-Gene-PROT,protein protein interaction
4880,4801,Gene-PROT-Gene-PROT,protein protein interaction
4880,4826,Gene-PROT-Gene-PROT,protein protein interaction
4880,4829,Gene-PROT-Gene-PROT,protein protein interaction
4880,4830,Gene-PROT-Gene-PROT,protein protein interaction
4880,4831,Gene-PROT-Gene-PROT,protein protein interaction
4880,4884,Gene-PROT-Gene-PROT,protein protein interaction
4880,4885,Gene-PROT-Gene-PROT,protein protein interaction
4880,4886,Gene-PROT-Gene-PROT,protein protein interaction
4880,4887,Gene-PROT-Gene-PROT,protein protein interaction
4880,4896,Gene-PROT-Gene-PROT,protein protein interaction
4880,4897,Gene-PROT-Gene-PROT,protein protein interaction
4880,4899,Gene-PROT-Gene-PROT,protein protein interaction
4880,5143,Gene-PROT-Gene-PROT,protein protein interaction
4880,5220,Gene-PROT-Gene-PROT,protein protein interaction
4880,5293,Gene-PROT-Gene-PROT,protein protein interaction
4880,5297,Gene-PROT-Gene-PROT,protein protein interaction
4880,5494,Gene-PROT-Gene-PROT,protein protein interaction
4880,5518,Gene-PROT-Gene-PROT,protein protein interaction
4880,5566,Gene-PROT-Gene-PROT,protein protein interaction
4880,5611,Gene-PROT-Gene-PROT,protein protein interaction
4880,5612,Gene-PROT-Gene-PROT,protein protein interaction
4880,5613,Gene-PROT-Gene-PROT,protein protein interaction
4880,5663,Gene-PROT-Gene-PROT,protein protein interaction
4880,5664,Gene-PROT-Gene-PROT,protein protein interaction
4880,5947,Gene-PROT-Gene-PROT,protein protein interaction
4880,6183,Gene-PROT-Gene-PROT,protein protein interaction
4881,647,Gene-TRAN-Gene-PROT,transcripting protein
4881,4650,Gene-PROT-Gene-PROT,protein protein interaction
4881,4801,Gene-PROT-Gene-PROT,protein protein interaction
4881,4826,Gene-PROT-Gene-PROT,protein protein interaction
4881,4829,Gene-PROT-Gene-PROT,protein protein interaction
4881,4830,Gene-PROT-Gene-PROT,protein protein interaction
4881,4831,Gene-PROT-Gene-PROT,protein protein interaction
4881,4884,Gene-PROT-Gene-PROT,protein protein interaction
4881,4885,Gene-PROT-Gene-PROT,protein protein interaction
4881,4886,Gene-PROT-Gene-PROT,protein protein interaction
4881,4887,Gene-PROT-Gene-PROT,protein protein interaction
4881,4896,Gene-PROT-Gene-PROT,protein protein interaction
4881,4897,Gene-PROT-Gene-PROT,protein protein interaction
4881,4899,Gene-PROT-Gene-PROT,protein protein interaction
4881,5143,Gene-PROT-Gene-PROT,protein protein interaction
4881,5220,Gene-PROT-Gene-PROT,protein protein interaction
4881,5293,Gene-PROT-Gene-PROT,protein protein interaction
4881,5297,Gene-PROT-Gene-PROT,protein protein interaction
4881,5494,Gene-PROT-Gene-PROT,protein protein interaction
4881,5518,Gene-PROT-Gene-PROT,protein protein interaction
4881,5566,Gene-PROT-Gene-PROT,protein protein interaction
4881,5611,Gene-PROT-Gene-PROT,protein protein interaction
4881,5612,Gene-PROT-Gene-PROT,protein protein interaction
4881,5613,Gene-PROT-Gene-PROT,protein protein interaction
4881,5663,Gene-PROT-Gene-PROT,protein protein interaction
4881,5664,Gene-PROT-Gene-PROT,protein protein interaction
4881,5947,Gene-PROT-Gene-PROT,protein protein interaction
4881,6183,Gene-PROT-Gene-PROT,protein protein interaction
4882,648,Gene-TRAN-Gene-PROT,transcripting protein
4882,4650,Gene-PROT-Gene-PROT,protein protein interaction
4882,4801,Gene-PROT-Gene-PROT,protein protein interaction
4882,4826,Gene-PROT-Gene-PROT,protein protein interaction
4882,4829,Gene-PROT-Gene-PROT,protein protein interaction
4882,4830,Gene-PROT-Gene-PROT,protein protein interaction
4882,4831,Gene-PROT-Gene-PROT,protein protein interaction
4882,4884,Gene-PROT-Gene-PROT,protein protein interaction
4882,4885,Gene-PROT-Gene-PROT,protein protein interaction
4882,4886,Gene-PROT-Gene-PROT,protein protein interaction
4882,4887,Gene-PROT-Gene-PROT,protein protein interaction
4882,4896,Gene-PROT-Gene-PROT,protein protein interaction
4882,4897,Gene-PROT-Gene-PROT,protein protein interaction
4882,4899,Gene-PROT-Gene-PROT,protein protein interaction
4882,5143,Gene-PROT-Gene-PROT,protein protein interaction
4882,5220,Gene-PROT-Gene-PROT,protein protein interaction
4882,5293,Gene-PROT-Gene-PROT,protein protein interaction
4882,5297,Gene-PROT-Gene-PROT,protein protein interaction
4882,5494,Gene-PROT-Gene-PROT,protein protein interaction
4882,5518,Gene-PROT-Gene-PROT,protein protein interaction
4882,5566,Gene-PROT-Gene-PROT,protein protein interaction
4882,5611,Gene-PROT-Gene-PROT,protein protein interaction
4882,5612,Gene-PROT-Gene-PROT,protein protein interaction
4882,5613,Gene-PROT-Gene-PROT,protein protein interaction
4882,5663,Gene-PROT-Gene-PROT,protein protein interaction
4882,5664,Gene-PROT-Gene-PROT,protein protein interaction
4882,5947,Gene-PROT-Gene-PROT,protein protein interaction
4882,6183,Gene-PROT-Gene-PROT,protein protein interaction
4883,649,Gene-TRAN-Gene-PROT,transcripting protein
4883,4650,Gene-PROT-Gene-PROT,protein protein interaction
4883,4801,Gene-PROT-Gene-PROT,protein protein interaction
4883,4826,Gene-PROT-Gene-PROT,protein protein interaction
4883,4829,Gene-PROT-Gene-PROT,protein protein interaction
4883,4830,Gene-PROT-Gene-PROT,protein protein interaction
4883,4831,Gene-PROT-Gene-PROT,protein protein interaction
4883,4884,Gene-PROT-Gene-PROT,protein protein interaction
4883,4885,Gene-PROT-Gene-PROT,protein protein interaction
4883,4886,Gene-PROT-Gene-PROT,protein protein interaction
4883,4887,Gene-PROT-Gene-PROT,protein protein interaction
4883,4896,Gene-PROT-Gene-PROT,protein protein interaction
4883,4897,Gene-PROT-Gene-PROT,protein protein interaction
4883,4899,Gene-PROT-Gene-PROT,protein protein interaction
4883,5143,Gene-PROT-Gene-PROT,protein protein interaction
4883,5220,Gene-PROT-Gene-PROT,protein protein interaction
4883,5293,Gene-PROT-Gene-PROT,protein protein interaction
4883,5297,Gene-PROT-Gene-PROT,protein protein interaction
4883,5494,Gene-PROT-Gene-PROT,protein protein interaction
4883,5518,Gene-PROT-Gene-PROT,protein protein interaction
4883,5566,Gene-PROT-Gene-PROT,protein protein interaction
4883,5611,Gene-PROT-Gene-PROT,protein protein interaction
4883,5612,Gene-PROT-Gene-PROT,protein protein interaction
4883,5613,Gene-PROT-Gene-PROT,protein protein interaction
4883,5663,Gene-PROT-Gene-PROT,protein protein interaction
4883,5664,Gene-PROT-Gene-PROT,protein protein interaction
4883,5947,Gene-PROT-Gene-PROT,protein protein interaction
4883,6183,Gene-PROT-Gene-PROT,protein protein interaction
4884,650,Gene-TRAN-Gene-PROT,transcripting protein
4884,4309,Gene-PROT-Gene-PROT,protein protein interaction
4884,4310,Gene-PROT-Gene-PROT,protein protein interaction
4884,4311,Gene-PROT-Gene-PROT,protein protein interaction
4884,4329,Gene-PROT-Gene-PROT,protein protein interaction
4884,4400,Gene-PROT-Gene-PROT,protein protein interaction
4884,4645,Gene-PROT-Gene-PROT,protein protein interaction
4884,4646,Gene-PROT-Gene-PROT,protein protein interaction
4884,4649,Gene-PROT-Gene-PROT,protein protein interaction
4884,4795,Gene-PROT-Gene-PROT,protein protein interaction
4884,4796,Gene-PROT-Gene-PROT,protein protein interaction
4884,4797,Gene-PROT-Gene-PROT,protein protein interaction
4884,4798,Gene-PROT-Gene-PROT,protein protein interaction
4884,4799,Gene-PROT-Gene-PROT,protein protein interaction
4884,4800,Gene-PROT-Gene-PROT,protein protein interaction
4884,4832,Gene-PROT-Gene-PROT,protein protein interaction
4884,4866,Gene-PROT-Gene-PROT,protein protein interaction
4884,4867,Gene-PROT-Gene-PROT,protein protein interaction
4884,4868,Gene-PROT-Gene-PROT,protein protein interaction
4884,4869,Gene-PROT-Gene-PROT,protein protein interaction
4884,4870,Gene-PROT-Gene-PROT,protein protein interaction
4884,4871,Gene-PROT-Gene-PROT,protein protein interaction
4884,4872,Gene-PROT-Gene-PROT,protein protein interaction
4884,4873,Gene-PROT-Gene-PROT,protein protein interaction
4884,4874,Gene-PROT-Gene-PROT,protein protein interaction
4884,4875,Gene-PROT-Gene-PROT,protein protein interaction
4884,4876,Gene-PROT-Gene-PROT,protein protein interaction
4884,4877,Gene-PROT-Gene-PROT,protein protein interaction
4884,4878,Gene-PROT-Gene-PROT,protein protein interaction
4884,4879,Gene-PROT-Gene-PROT,protein protein interaction
4884,4880,Gene-PROT-Gene-PROT,protein protein interaction
4884,4881,Gene-PROT-Gene-PROT,protein protein interaction
4884,4882,Gene-PROT-Gene-PROT,protein protein interaction
4884,4883,Gene-PROT-Gene-PROT,protein protein interaction
4884,4898,Gene-PROT-Gene-PROT,protein protein interaction
4884,4955,Gene-PROT-Gene-PROT,protein protein interaction
4884,5009,Gene-PROT-Gene-PROT,protein protein interaction
4884,5064,Gene-PROT-Gene-PROT,protein protein interaction
4884,5081,Gene-PROT-Gene-PROT,protein protein interaction
4884,5142,Gene-PROT-Gene-PROT,protein protein interaction
4884,5144,Gene-PROT-Gene-PROT,protein protein interaction
4884,5217,Gene-PROT-Gene-PROT,protein protein interaction
4884,5232,Gene-PROT-Gene-PROT,protein protein interaction
4884,5298,Gene-PROT-Gene-PROT,protein protein interaction
4884,5302,Gene-PROT-Gene-PROT,protein protein interaction
4884,5517,Gene-PROT-Gene-PROT,protein protein interaction
4884,5565,Gene-PROT-Gene-PROT,protein protein interaction
4884,5602,Gene-PROT-Gene-PROT,protein protein interaction
4884,5609,Gene-PROT-Gene-PROT,protein protein interaction
4884,5610,Gene-PROT-Gene-PROT,protein protein interaction
4884,5659,Gene-PROT-Gene-PROT,protein protein interaction
4884,5660,Gene-PROT-Gene-PROT,protein protein interaction
4884,5661,Gene-PROT-Gene-PROT,protein protein interaction
4884,5662,Gene-PROT-Gene-PROT,protein protein interaction
4884,5685,Gene-PROT-Gene-PROT,protein protein interaction
4884,5703,Gene-PROT-Gene-PROT,protein protein interaction
4884,5704,Gene-PROT-Gene-PROT,protein protein interaction
4884,5705,Gene-PROT-Gene-PROT,protein protein interaction
4884,5707,Gene-PROT-Gene-PROT,protein protein interaction
4884,5708,Gene-PROT-Gene-PROT,protein protein interaction
4884,5709,Gene-PROT-Gene-PROT,protein protein interaction
4884,5745,Gene-PROT-Gene-PROT,protein protein interaction
4884,5746,Gene-PROT-Gene-PROT,protein protein interaction
4884,5747,Gene-PROT-Gene-PROT,protein protein interaction
4884,5748,Gene-PROT-Gene-PROT,protein protein interaction
4884,5753,Gene-PROT-Gene-PROT,protein protein interaction
4884,5754,Gene-PROT-Gene-PROT,protein protein interaction
4884,6048,Gene-PROT-Gene-PROT,protein protein interaction
4884,6049,Gene-PROT-Gene-PROT,protein protein interaction
4884,6050,Gene-PROT-Gene-PROT,protein protein interaction
4884,6051,Gene-PROT-Gene-PROT,protein protein interaction
4884,6190,Gene-PROT-Gene-PROT,protein protein interaction
4884,6299,Gene-PROT-Gene-PROT,protein protein interaction
4884,6300,Gene-PROT-Gene-PROT,protein protein interaction
4884,6301,Gene-PROT-Gene-PROT,protein protein interaction
4884,6302,Gene-PROT-Gene-PROT,protein protein interaction
4885,651,Gene-TRAN-Gene-PROT,transcripting protein
4885,4309,Gene-PROT-Gene-PROT,protein protein interaction
4885,4310,Gene-PROT-Gene-PROT,protein protein interaction
4885,4311,Gene-PROT-Gene-PROT,protein protein interaction
4885,4329,Gene-PROT-Gene-PROT,protein protein interaction
4885,4400,Gene-PROT-Gene-PROT,protein protein interaction
4885,4645,Gene-PROT-Gene-PROT,protein protein interaction
4885,4646,Gene-PROT-Gene-PROT,protein protein interaction
4885,4649,Gene-PROT-Gene-PROT,protein protein interaction
4885,4795,Gene-PROT-Gene-PROT,protein protein interaction
4885,4796,Gene-PROT-Gene-PROT,protein protein interaction
4885,4797,Gene-PROT-Gene-PROT,protein protein interaction
4885,4798,Gene-PROT-Gene-PROT,protein protein interaction
4885,4799,Gene-PROT-Gene-PROT,protein protein interaction
4885,4800,Gene-PROT-Gene-PROT,protein protein interaction
4885,4832,Gene-PROT-Gene-PROT,protein protein interaction
4885,4866,Gene-PROT-Gene-PROT,protein protein interaction
4885,4867,Gene-PROT-Gene-PROT,protein protein interaction
4885,4868,Gene-PROT-Gene-PROT,protein protein interaction
4885,4869,Gene-PROT-Gene-PROT,protein protein interaction
4885,4870,Gene-PROT-Gene-PROT,protein protein interaction
4885,4871,Gene-PROT-Gene-PROT,protein protein interaction
4885,4872,Gene-PROT-Gene-PROT,protein protein interaction
4885,4873,Gene-PROT-Gene-PROT,protein protein interaction
4885,4874,Gene-PROT-Gene-PROT,protein protein interaction
4885,4875,Gene-PROT-Gene-PROT,protein protein interaction
4885,4876,Gene-PROT-Gene-PROT,protein protein interaction
4885,4877,Gene-PROT-Gene-PROT,protein protein interaction
4885,4878,Gene-PROT-Gene-PROT,protein protein interaction
4885,4879,Gene-PROT-Gene-PROT,protein protein interaction
4885,4880,Gene-PROT-Gene-PROT,protein protein interaction
4885,4881,Gene-PROT-Gene-PROT,protein protein interaction
4885,4882,Gene-PROT-Gene-PROT,protein protein interaction
4885,4883,Gene-PROT-Gene-PROT,protein protein interaction
4885,4898,Gene-PROT-Gene-PROT,protein protein interaction
4885,4955,Gene-PROT-Gene-PROT,protein protein interaction
4885,5009,Gene-PROT-Gene-PROT,protein protein interaction
4885,5064,Gene-PROT-Gene-PROT,protein protein interaction
4885,5081,Gene-PROT-Gene-PROT,protein protein interaction
4885,5142,Gene-PROT-Gene-PROT,protein protein interaction
4885,5144,Gene-PROT-Gene-PROT,protein protein interaction
4885,5217,Gene-PROT-Gene-PROT,protein protein interaction
4885,5232,Gene-PROT-Gene-PROT,protein protein interaction
4885,5298,Gene-PROT-Gene-PROT,protein protein interaction
4885,5302,Gene-PROT-Gene-PROT,protein protein interaction
4885,5517,Gene-PROT-Gene-PROT,protein protein interaction
4885,5565,Gene-PROT-Gene-PROT,protein protein interaction
4885,5602,Gene-PROT-Gene-PROT,protein protein interaction
4885,5609,Gene-PROT-Gene-PROT,protein protein interaction
4885,5610,Gene-PROT-Gene-PROT,protein protein interaction
4885,5659,Gene-PROT-Gene-PROT,protein protein interaction
4885,5660,Gene-PROT-Gene-PROT,protein protein interaction
4885,5661,Gene-PROT-Gene-PROT,protein protein interaction
4885,5662,Gene-PROT-Gene-PROT,protein protein interaction
4885,5685,Gene-PROT-Gene-PROT,protein protein interaction
4885,5703,Gene-PROT-Gene-PROT,protein protein interaction
4885,5704,Gene-PROT-Gene-PROT,protein protein interaction
4885,5705,Gene-PROT-Gene-PROT,protein protein interaction
4885,5707,Gene-PROT-Gene-PROT,protein protein interaction
4885,5708,Gene-PROT-Gene-PROT,protein protein interaction
4885,5709,Gene-PROT-Gene-PROT,protein protein interaction
4885,5745,Gene-PROT-Gene-PROT,protein protein interaction
4885,5746,Gene-PROT-Gene-PROT,protein protein interaction
4885,5747,Gene-PROT-Gene-PROT,protein protein interaction
4885,5748,Gene-PROT-Gene-PROT,protein protein interaction
4885,5753,Gene-PROT-Gene-PROT,protein protein interaction
4885,5754,Gene-PROT-Gene-PROT,protein protein interaction
4885,6048,Gene-PROT-Gene-PROT,protein protein interaction
4885,6049,Gene-PROT-Gene-PROT,protein protein interaction
4885,6050,Gene-PROT-Gene-PROT,protein protein interaction
4885,6051,Gene-PROT-Gene-PROT,protein protein interaction
4885,6190,Gene-PROT-Gene-PROT,protein protein interaction
4885,6299,Gene-PROT-Gene-PROT,protein protein interaction
4885,6300,Gene-PROT-Gene-PROT,protein protein interaction
4885,6301,Gene-PROT-Gene-PROT,protein protein interaction
4885,6302,Gene-PROT-Gene-PROT,protein protein interaction
4886,652,Gene-TRAN-Gene-PROT,transcripting protein
4886,4309,Gene-PROT-Gene-PROT,protein protein interaction
4886,4310,Gene-PROT-Gene-PROT,protein protein interaction
4886,4311,Gene-PROT-Gene-PROT,protein protein interaction
4886,4329,Gene-PROT-Gene-PROT,protein protein interaction
4886,4400,Gene-PROT-Gene-PROT,protein protein interaction
4886,4645,Gene-PROT-Gene-PROT,protein protein interaction
4886,4646,Gene-PROT-Gene-PROT,protein protein interaction
4886,4649,Gene-PROT-Gene-PROT,protein protein interaction
4886,4795,Gene-PROT-Gene-PROT,protein protein interaction
4886,4796,Gene-PROT-Gene-PROT,protein protein interaction
4886,4797,Gene-PROT-Gene-PROT,protein protein interaction
4886,4798,Gene-PROT-Gene-PROT,protein protein interaction
4886,4799,Gene-PROT-Gene-PROT,protein protein interaction
4886,4800,Gene-PROT-Gene-PROT,protein protein interaction
4886,4832,Gene-PROT-Gene-PROT,protein protein interaction
4886,4866,Gene-PROT-Gene-PROT,protein protein interaction
4886,4867,Gene-PROT-Gene-PROT,protein protein interaction
4886,4868,Gene-PROT-Gene-PROT,protein protein interaction
4886,4869,Gene-PROT-Gene-PROT,protein protein interaction
4886,4870,Gene-PROT-Gene-PROT,protein protein interaction
4886,4871,Gene-PROT-Gene-PROT,protein protein interaction
4886,4872,Gene-PROT-Gene-PROT,protein protein interaction
4886,4873,Gene-PROT-Gene-PROT,protein protein interaction
4886,4874,Gene-PROT-Gene-PROT,protein protein interaction
4886,4875,Gene-PROT-Gene-PROT,protein protein interaction
4886,4876,Gene-PROT-Gene-PROT,protein protein interaction
4886,4877,Gene-PROT-Gene-PROT,protein protein interaction
4886,4878,Gene-PROT-Gene-PROT,protein protein interaction
4886,4879,Gene-PROT-Gene-PROT,protein protein interaction
4886,4880,Gene-PROT-Gene-PROT,protein protein interaction
4886,4881,Gene-PROT-Gene-PROT,protein protein interaction
4886,4882,Gene-PROT-Gene-PROT,protein protein interaction
4886,4883,Gene-PROT-Gene-PROT,protein protein interaction
4886,4898,Gene-PROT-Gene-PROT,protein protein interaction
4886,4955,Gene-PROT-Gene-PROT,protein protein interaction
4886,5009,Gene-PROT-Gene-PROT,protein protein interaction
4886,5064,Gene-PROT-Gene-PROT,protein protein interaction
4886,5081,Gene-PROT-Gene-PROT,protein protein interaction
4886,5142,Gene-PROT-Gene-PROT,protein protein interaction
4886,5144,Gene-PROT-Gene-PROT,protein protein interaction
4886,5217,Gene-PROT-Gene-PROT,protein protein interaction
4886,5232,Gene-PROT-Gene-PROT,protein protein interaction
4886,5298,Gene-PROT-Gene-PROT,protein protein interaction
4886,5302,Gene-PROT-Gene-PROT,protein protein interaction
4886,5517,Gene-PROT-Gene-PROT,protein protein interaction
4886,5565,Gene-PROT-Gene-PROT,protein protein interaction
4886,5602,Gene-PROT-Gene-PROT,protein protein interaction
4886,5609,Gene-PROT-Gene-PROT,protein protein interaction
4886,5610,Gene-PROT-Gene-PROT,protein protein interaction
4886,5659,Gene-PROT-Gene-PROT,protein protein interaction
4886,5660,Gene-PROT-Gene-PROT,protein protein interaction
4886,5661,Gene-PROT-Gene-PROT,protein protein interaction
4886,5662,Gene-PROT-Gene-PROT,protein protein interaction
4886,5685,Gene-PROT-Gene-PROT,protein protein interaction
4886,5703,Gene-PROT-Gene-PROT,protein protein interaction
4886,5704,Gene-PROT-Gene-PROT,protein protein interaction
4886,5705,Gene-PROT-Gene-PROT,protein protein interaction
4886,5707,Gene-PROT-Gene-PROT,protein protein interaction
4886,5708,Gene-PROT-Gene-PROT,protein protein interaction
4886,5709,Gene-PROT-Gene-PROT,protein protein interaction
4886,5745,Gene-PROT-Gene-PROT,protein protein interaction
4886,5746,Gene-PROT-Gene-PROT,protein protein interaction
4886,5747,Gene-PROT-Gene-PROT,protein protein interaction
4886,5748,Gene-PROT-Gene-PROT,protein protein interaction
4886,5753,Gene-PROT-Gene-PROT,protein protein interaction
4886,5754,Gene-PROT-Gene-PROT,protein protein interaction
4886,6048,Gene-PROT-Gene-PROT,protein protein interaction
4886,6049,Gene-PROT-Gene-PROT,protein protein interaction
4886,6050,Gene-PROT-Gene-PROT,protein protein interaction
4886,6051,Gene-PROT-Gene-PROT,protein protein interaction
4886,6190,Gene-PROT-Gene-PROT,protein protein interaction
4886,6299,Gene-PROT-Gene-PROT,protein protein interaction
4886,6300,Gene-PROT-Gene-PROT,protein protein interaction
4886,6301,Gene-PROT-Gene-PROT,protein protein interaction
4886,6302,Gene-PROT-Gene-PROT,protein protein interaction
4887,653,Gene-TRAN-Gene-PROT,transcripting protein
4887,4309,Gene-PROT-Gene-PROT,protein protein interaction
4887,4310,Gene-PROT-Gene-PROT,protein protein interaction
4887,4311,Gene-PROT-Gene-PROT,protein protein interaction
4887,4329,Gene-PROT-Gene-PROT,protein protein interaction
4887,4400,Gene-PROT-Gene-PROT,protein protein interaction
4887,4645,Gene-PROT-Gene-PROT,protein protein interaction
4887,4646,Gene-PROT-Gene-PROT,protein protein interaction
4887,4649,Gene-PROT-Gene-PROT,protein protein interaction
4887,4795,Gene-PROT-Gene-PROT,protein protein interaction
4887,4796,Gene-PROT-Gene-PROT,protein protein interaction
4887,4797,Gene-PROT-Gene-PROT,protein protein interaction
4887,4798,Gene-PROT-Gene-PROT,protein protein interaction
4887,4799,Gene-PROT-Gene-PROT,protein protein interaction
4887,4800,Gene-PROT-Gene-PROT,protein protein interaction
4887,4832,Gene-PROT-Gene-PROT,protein protein interaction
4887,4866,Gene-PROT-Gene-PROT,protein protein interaction
4887,4867,Gene-PROT-Gene-PROT,protein protein interaction
4887,4868,Gene-PROT-Gene-PROT,protein protein interaction
4887,4869,Gene-PROT-Gene-PROT,protein protein interaction
4887,4870,Gene-PROT-Gene-PROT,protein protein interaction
4887,4871,Gene-PROT-Gene-PROT,protein protein interaction
4887,4872,Gene-PROT-Gene-PROT,protein protein interaction
4887,4873,Gene-PROT-Gene-PROT,protein protein interaction
4887,4874,Gene-PROT-Gene-PROT,protein protein interaction
4887,4875,Gene-PROT-Gene-PROT,protein protein interaction
4887,4876,Gene-PROT-Gene-PROT,protein protein interaction
4887,4877,Gene-PROT-Gene-PROT,protein protein interaction
4887,4878,Gene-PROT-Gene-PROT,protein protein interaction
4887,4879,Gene-PROT-Gene-PROT,protein protein interaction
4887,4880,Gene-PROT-Gene-PROT,protein protein interaction
4887,4881,Gene-PROT-Gene-PROT,protein protein interaction
4887,4882,Gene-PROT-Gene-PROT,protein protein interaction
4887,4883,Gene-PROT-Gene-PROT,protein protein interaction
4887,4898,Gene-PROT-Gene-PROT,protein protein interaction
4887,4955,Gene-PROT-Gene-PROT,protein protein interaction
4887,5009,Gene-PROT-Gene-PROT,protein protein interaction
4887,5064,Gene-PROT-Gene-PROT,protein protein interaction
4887,5081,Gene-PROT-Gene-PROT,protein protein interaction
4887,5142,Gene-PROT-Gene-PROT,protein protein interaction
4887,5144,Gene-PROT-Gene-PROT,protein protein interaction
4887,5217,Gene-PROT-Gene-PROT,protein protein interaction
4887,5232,Gene-PROT-Gene-PROT,protein protein interaction
4887,5298,Gene-PROT-Gene-PROT,protein protein interaction
4887,5302,Gene-PROT-Gene-PROT,protein protein interaction
4887,5517,Gene-PROT-Gene-PROT,protein protein interaction
4887,5565,Gene-PROT-Gene-PROT,protein protein interaction
4887,5602,Gene-PROT-Gene-PROT,protein protein interaction
4887,5609,Gene-PROT-Gene-PROT,protein protein interaction
4887,5610,Gene-PROT-Gene-PROT,protein protein interaction
4887,5659,Gene-PROT-Gene-PROT,protein protein interaction
4887,5660,Gene-PROT-Gene-PROT,protein protein interaction
4887,5661,Gene-PROT-Gene-PROT,protein protein interaction
4887,5662,Gene-PROT-Gene-PROT,protein protein interaction
4887,5685,Gene-PROT-Gene-PROT,protein protein interaction
4887,5703,Gene-PROT-Gene-PROT,protein protein interaction
4887,5704,Gene-PROT-Gene-PROT,protein protein interaction
4887,5705,Gene-PROT-Gene-PROT,protein protein interaction
