src,dest,EdgeType,Textual_edge_type
FOXO4-PROT,SETD7-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO4-PROT,SGK1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO4-PROT,SGK2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO4-PROT,SGK3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO4-PROT,SOD2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO4-PROT,STAT3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO4-PROT,STK11-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO4-PROT,STK4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO4-PROT,TNFSF10-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO4-PROT,USP7-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,FOXO6-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FOXO6-PROT,AKT1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,AKT2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,AKT3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,ATG12-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,ATM-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,BCL2L11-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,BCL6-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,BNIP3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,CAT-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,CCNB1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,CCNB2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,CCNB3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,CCND1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,CCND2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,CCNG2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,CDK2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,CDKN1A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,CDKN1B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,CDKN2B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,CDKN2D-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,CHUK-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,CSNK1E-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,FASLG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,FBXO25-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,FBXO32-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,G6PC2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,G6PC3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,GABARAP-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,GABARAPL1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,GABARAPL2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,GADD45A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,GADD45B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,GADD45G-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,IKBKB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,IL7R-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,KLF2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,MAPK1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,MAPK10-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,MAPK11-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,MAPK12-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,MAPK13-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,MAPK14-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,MAPK3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,MAPK8-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,MAPK9-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,NLK-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,PCK1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,PCK2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,PLK1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,PLK2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,PLK3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,PLK4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,PRKAA1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,PRKAA2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,PRKAB1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,PRKAB2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,PRKAG1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,PRKAG2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,PRKAG3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,PRMT1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,RAG1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,RAG2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,RBL2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,S1PR1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,S1PR4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,SETD7-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,SGK1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,SGK2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,SGK3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,SOD2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,STAT3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,STK11-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,STK4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,TNFSF10-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FOXO6-PROT,USP7-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FPR1-PROT,FPR1-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FPR1-PROT,GNAQ-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FPR1-PROT,GNAS-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRAT1-PROT,FRAT1-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FRAT1-PROT,DVL1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRAT1-PROT,DVL2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRAT1-PROT,DVL3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRAT1-PROT,GSK3B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRAT2-PROT,FRAT2-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FRAT2-PROT,DVL1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRAT2-PROT,DVL2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRAT2-PROT,DVL3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRAT2-PROT,GSK3B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD1-PROT,FRMD1-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FRMD1-PROT,CSNK1E-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD1-PROT,DCHS1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD1-PROT,DCHS2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD1-PROT,FAT4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD1-PROT,FRMD6-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD1-PROT,NF2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD1-PROT,STK3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD1-PROT,WWC1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD6-PROT,FRMD6-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FRMD6-PROT,CSNK1E-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD6-PROT,DCHS1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD6-PROT,DCHS2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD6-PROT,FAT4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD6-PROT,FRMD1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD6-PROT,NF2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD6-PROT,STK3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRMD6-PROT,WWC1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRS2-PROT,FRS2-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FRS2-PROT,CRK-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRS2-PROT,CRKL-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FRS2-PROT,NTRK1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,FSHB-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FSHB-PROT,ADCYAP1R1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,ADORA2A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,ADRB1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,DRD1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,DRD5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,FSHR-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,GIPR-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,GLP1R-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,GPR119-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,HTR4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,HTR6-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,LHCGR-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,MC2R-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,NPR1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,PTGER2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,TSHR-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHB-PROT,VIPR2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHR-PROT,FSHR-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FSHR-PROT,ADCYAP1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHR-PROT,CGA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHR-PROT,FSHB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHR-PROT,GCG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHR-PROT,GIP-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHR-PROT,GNAS-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHR-PROT,NPPA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHR-PROT,POMC-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHR-PROT,TSHB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FSHR-PROT,VIP-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FST-PROT,FST-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FST-PROT,INHBA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FST-PROT,INHBB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FST-PROT,INHBC-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FST-PROT,INHBE-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD1-PROT,FXYD1-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FXYD1-PROT,ATP1A1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD1-PROT,ATP1A2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD1-PROT,ATP1A3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD1-PROT,ATP1A4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD1-PROT,ATP1B1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD1-PROT,ATP1B2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD1-PROT,ATP1B3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD1-PROT,ATP1B4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD1-PROT,FXYD2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD1-PROT,PRKACA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD1-PROT,PRKACB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD1-PROT,PRKACG-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD2-PROT,FXYD2-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FXYD2-PROT,FXYD1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD2-PROT,MAPK1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD2-PROT,MAPK3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD2-PROT,PIK3CA-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD2-PROT,PIK3CB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD2-PROT,PIK3CD-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD2-PROT,PIK3R1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD2-PROT,PIK3R2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD2-PROT,PIK3R3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD2-PROT,PRKG1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FXYD2-PROT,PRKG2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FYN-PROT,FYN-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FYN-PROT,CBLB-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FYN-PROT,CD247-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FYN-PROT,CD3E-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FYN-PROT,FCER1A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FYN-PROT,FCER1G-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FYN-PROT,GAB2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FYN-PROT,LCK-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FYN-PROT,LYN-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FYN-PROT,MS4A2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FYN-PROT,PTPRC-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FYN-PROT,ZAP70-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,FZD1-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FZD1-PROT,BAMBI-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,DVL1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,DVL2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,DVL3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,FZD10-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,FZD2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,FZD3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,FZD4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,FZD5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,FZD6-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,FZD7-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,FZD8-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,FZD9-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,GPC4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,LRP5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,LRP6-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,PLCB1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,PLCB2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,PLCB3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,PLCB4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,RNF43-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,ROR1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,ROR2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,RYK-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,SFRP1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,SFRP2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,SFRP4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,SFRP5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT10A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT10B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT11-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT16-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT2B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT3A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT5A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT5B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT6-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT7A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT7B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT8A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT8B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT9A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,WNT9B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD1-PROT,ZNRF3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,FZD10-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FZD10-PROT,BAMBI-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,DVL1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,DVL2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,DVL3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,FZD1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,FZD2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,FZD3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,FZD4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,FZD5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,FZD6-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,FZD7-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,FZD8-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,FZD9-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,GPC4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,LRP5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,LRP6-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,PLCB1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,PLCB2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,PLCB3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,PLCB4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,RNF43-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,ROR1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,ROR2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,RYK-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,SFRP1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,SFRP2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,SFRP4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,SFRP5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT10A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT10B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT11-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT16-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT2B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT3A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT5A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT5B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT6-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT7A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT7B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT8A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT8B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT9A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,WNT9B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD10-PROT,ZNRF3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,FZD2-TRAN,Gene-TRAN-Gene-PROT,transcripting protein
FZD2-PROT,BAMBI-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,DVL1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,DVL2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,DVL3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,FZD1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,FZD10-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,FZD3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,FZD4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,FZD5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,FZD6-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,FZD7-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,FZD8-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,FZD9-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,GPC4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,LRP5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,LRP6-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,PLCB1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,PLCB2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,PLCB3-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,PLCB4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,RNF43-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,ROR1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,ROR2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,RYK-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,SFRP1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,SFRP2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,SFRP4-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,SFRP5-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,WNT1-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,WNT10A-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,WNT10B-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,WNT11-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,WNT16-PROT,Gene-PROT-Gene-PROT,protein protein interaction
FZD2-PROT,WNT2-PROT,Gene-PROT-Gene-PROT,protein protein interaction
